Bug ID,Bug Fix Commit Hash,Date of Commit
PDFBOX-37,087059c41dfbcef5ebdf903e965b450d55f1ed4d,2017-05-21T17:19:26+00:00
PDFBOX-37,6f8e19bc9009ab45ae504ad5fb9d7e362eb854a4,2017-05-21T14:26:06+00:00
PDFBOX-37,a8ba32e17246de36a03b9ea941ec32241c2d5d96,2017-05-20T15:31:21+00:00
PDFBOX-37,a4b290b1e02f96168c1fefce148a228ca733d933,2017-05-20T15:30:08+00:00
PDFBOX-37,7fab86b64c0815e7d2a1add4ae400a421d04cdd6,2017-05-18T20:06:31+00:00
PDFBOX-37,e1a4c19dff0fb60a405caf799c6be0545d110f53,2017-05-18T19:12:07+00:00
PDFBOX-37,9f6c28c411378de66225d27824ac0e686f55a583,2017-05-12T10:01:30+00:00
PDFBOX-37,9ea4495186d0f57e11005439fbec5e136c9e24e4,2017-05-11T20:49:27+00:00
PDFBOX-37,09db743a538ac8f86110c9c9e08fe872b8e22d28,2017-05-11T17:47:27+00:00
PDFBOX-37,e5a373cb269a4d4df7e7fc51afb195dac82c4a14,2017-05-11T13:28:00+00:00
PDFBOX-37,ef14a3b0aad721e51a9b4c4084b75822bbfd0355,2017-05-11T11:08:10+00:00
PDFBOX-37,fa86283e950e340ef08333b75568859634c8f60c,2017-05-11T05:45:40+00:00
PDFBOX-37,c165c683778c8bd655058bf72f8a8468633449ba,2017-05-11T05:44:09+00:00
PDFBOX-37,68006d1f7864ef42c9f2d85cd3119f2d594741c5,2017-05-10T21:47:32+00:00
PDFBOX-37,12e5cb3cf164c92418f48b6f364f818e753e7fda,2017-05-10T21:15:44+00:00
PDFBOX-37,36c242f26a7dd8188c7f5fa2cff3e49fb22f8afd,2017-05-10T19:57:33+00:00
PDFBOX-37,5b7ebe1a4bd1b880d364860915f688d3c921d802,2017-05-10T19:45:55+00:00
PDFBOX-37,447ba42663c840ed4ba2ca09413725efb5b93827,2017-05-09T17:56:05+00:00
PDFBOX-37,4be49c13c7acf982cdf5baf3e5d82797f0e1d4f6,2017-05-09T13:48:08+00:00
PDFBOX-37,247c86e6666bad55524f0ce9024f043d816377a2,2017-05-07T16:50:11+00:00
PDFBOX-37,08e71d67049c32f675feb7ee7d0a252ff10a9761,2017-05-06T14:32:19+00:00
PDFBOX-37,66371c919f2ed99979459a98b87188567a8d5753,2017-05-06T14:14:03+00:00
PDFBOX-37,ba56867570a595749a21f9e0827b01be1f43b6c4,2017-05-06T14:10:41+00:00
PDFBOX-37,a394ad551874e6baf232a00e329f80183ad97dc2,2017-05-04T18:53:14+00:00
PDFBOX-37,4dd378a2448b81aded99f0351d1fb0ea7cfc9119,2017-05-04T18:49:59+00:00
PDFBOX-37,758dd026dd675baeb2c7842d259b1acc67fc900b,2017-05-04T18:15:32+00:00
PDFBOX-37,47934279b05df9e7c538e300fd95df451ab6b38f,2017-05-02T20:01:26+00:00
PDFBOX-37,e5edb2bf31e7c71b354e51ea46e72c9a80484de6,2017-05-01T18:27:33+00:00
PDFBOX-37,e965172cd3514bcca620be1353df2164718d8c13,2017-04-29T12:10:18+00:00
PDFBOX-37,92355f7da218c3fd600901dd2e56417288fcc240,2017-04-28T19:26:50+00:00
PDFBOX-37,36e68a9f2b720e43234941ad1a0a07b8fa22c3fb,2017-04-28T19:20:50+00:00
PDFBOX-37,0417e093b4d74ddd2926caea5647da2430317620,2017-04-26T21:11:54+00:00
PDFBOX-37,6b9f282450ab46428c6fb352a71ef438769d5a40,2017-04-26T21:10:41+00:00
PDFBOX-37,f62bbbac4da7e11204b3db6c7ed35036bb7a9ef9,2017-04-26T17:33:44+00:00
PDFBOX-37,56a9b38072aeb972c048b413b5074baa9d28b647,2017-04-26T17:18:32+00:00
PDFBOX-37,0b40f700ceee500c758665a366b49f72340173c8,2017-04-26T17:03:18+00:00
PDFBOX-37,a7ca932b5661f7b8efb51d810f91ab689ab2ad87,2017-04-26T16:56:03+00:00
PDFBOX-37,babc0e1145405ea6c661bd9ac4bd588f9bdbcc3e,2017-04-26T16:44:10+00:00
PDFBOX-37,04e06ba900e1fbeecb2f2b6585feba10fcb455b6,2017-04-26T16:38:55+00:00
PDFBOX-37,f745a77dd65c3c56edb2c4ace6b449008faad788,2017-04-26T15:48:51+00:00
PDFBOX-37,3154be50e10de3903cd48e10949ea52927c47c00,2017-04-24T16:31:32+00:00
PDFBOX-37,26a5a272e10dc09f18def87d84229cc7c80fc176,2017-04-24T16:22:23+00:00
PDFBOX-37,d09ae4503d2dc922afa0f8ff9584c87661173dc6,2017-04-24T16:14:57+00:00
PDFBOX-37,c7dea1b1911ff4eeac6a77e0de919915d695a6ec,2017-04-24T16:09:30+00:00
PDFBOX-37,13e1ba7a72242fb04adae0bc63231c87186a9fa4,2017-04-20T15:54:30+00:00
PDFBOX-37,5f4cc59a79157e709b55163d2159a59f553be773,2017-04-20T15:52:11+00:00
PDFBOX-37,fe7b10645d3e746733f1f97d149e3ab032d5d986,2017-04-19T21:24:03+00:00
PDFBOX-37,ff769d605cf408bc07479ce9bec20578be7bcd97,2017-04-19T16:45:06+00:00
PDFBOX-37,f39436a8796e8e72313ae03c2029662e33fde9a8,2017-04-19T16:21:55+00:00
PDFBOX-37,b9f049e7469ec8ac8399c4a713bcda4450ebb02b,2017-04-18T16:30:53+00:00
PDFBOX-37,3dd6ea2c20ff9811e902b764ad88bb9d2293ebd0,2017-04-14T20:29:37+00:00
PDFBOX-37,4bd792d1e536f338c35c56e7f4c93cd3050a31b6,2017-04-14T19:24:32+00:00
PDFBOX-37,7eeb781e3720ac016eddae7a7dc0387b7c547153,2017-04-13T16:15:18+00:00
PDFBOX-37,ea0a425aaf25d527e6cce3475004a46a90a0e13b,2017-04-13T04:15:21+00:00
PDFBOX-37,70a068e281f73fad139a23e70ff6a724aaab9f26,2017-04-13T04:13:11+00:00
PDFBOX-37,fd3db5d5c8d6249d9c26fba9fcfd6f45455be2de,2017-04-12T17:15:16+00:00
PDFBOX-37,1e37a1046ce8c3c662db42a69470725ae82914ea,2017-04-07T16:25:43+00:00
PDFBOX-37,dc3b6ac7837fd1f4604fe50804acaa09362b2442,2017-04-07T16:00:41+00:00
PDFBOX-37,310716029f396a0602d0551db4f75a8e37cc69e7,2017-04-06T17:04:04+00:00
PDFBOX-37,a6f3f6289d835ee803ba9df6f14c9eefcb14725f,2017-04-06T16:52:01+00:00
PDFBOX-37,7df2e256dc9676be65b3cc8d46dcf31a3b525b5a,2017-04-04T16:10:55+00:00
PDFBOX-37,a46a88dbd3189de0892019c0007150c9e5c93169,2017-04-04T15:37:22+00:00
PDFBOX-37,4962b1f023c2bc7f2ce3ade7a016208ab5678250,2017-04-02T15:49:23+00:00
PDFBOX-37,6e85770f18370a89b822d98e0cfe7979ff78e0ee,2017-04-02T09:41:29+00:00
PDFBOX-37,bc28d6b3a39305acc0c5e70000453396f3ada784,2017-03-31T17:12:31+00:00
PDFBOX-37,b692119e707b374a7593fe9cab28b15957981e3f,2017-03-31T15:45:41+00:00
PDFBOX-37,751ca137e57788fccf757b6378bbeb26fefa7447,2017-03-28T15:43:51+00:00
PDFBOX-37,76f3ae329472db129ad1a4f2af865e0579f4ee4b,2017-03-27T21:21:45+00:00
PDFBOX-37,a954588850a0cfa5fa328c7c9960a5bbeb9083d3,2017-03-27T21:15:36+00:00
PDFBOX-37,49555598927923d8a355001f9144aa0d5f8c4530,2017-03-25T18:35:52+00:00
PDFBOX-37,2158eb9a4104030f743797063880bd87ec468c19,2017-03-24T16:39:09+00:00
PDFBOX-37,7c7ed5a56ac440c9a9392c47b0f240426540a61d,2017-03-23T19:50:13+00:00
PDFBOX-37,adb3d6606dd9947a8a8bbc58b517ca2e1ac0a13c,2017-03-22T18:40:13+00:00
PDFBOX-37,46b0e8f66cb929bbf3903a71b4db4079cb18c254,2017-03-22T16:23:03+00:00
PDFBOX-37,2f1ece6291f07f70dad4d422adbc5360968b457b,2017-03-22T06:30:35+00:00
PDFBOX-37,851d10cf56c2cd27ba699d32f5d93afa49cda7c9,2017-03-21T17:39:11+00:00
PDFBOX-37,50cccec1d003dfed1f970ff545f81fe69dc7420c,2017-03-21T17:23:48+00:00
PDFBOX-37,fea89a2690f32b2153e4798285c5cc9e2d42b90a,2017-03-20T22:02:34+00:00
PDFBOX-37,af909767e195601e383e819d87aea13e805ca47f,2017-03-20T17:20:00+00:00
PDFBOX-37,ce29720bd05eb4202dd481d65804b35743c00d89,2017-03-20T17:15:55+00:00
PDFBOX-37,18d9a4dfc10dfc557fbfa58ab4023a00e0d8a37b,2017-03-18T11:50:21+00:00
PDFBOX-37,fea73fbc7c249c43695308db7cee940545379f0a,2017-03-17T16:48:45+00:00
PDFBOX-37,d07895a1019594b46064fc8f653c2191f474b324,2017-03-16T18:29:17+00:00
