Index,Version ID,Version Name,Date
1,12312491,1.0.0-incubating-plugins,2007-02-27T00:00
2,12312492,1.0.0-incubating-core,2007-03-20T00:00
3,12312489,1.0.1-plugins,2007-06-12T00:00
4,12312490,1.0.1-core,2007-06-24T00:00
5,12312487,1.2.1-plugins,2007-06-27T00:00
6,12312488,1.2.1-core,2007-07-05T00:00
7,12312563, 1.2.1.1-plugins,2007-07-10T00:00
8,12312538,1.0.2-plugins,2007-08-06T00:00
9,12312537,1.0.2-core,2007-08-15T00:00
10,12312561, 1.2.2-plugins,2007-08-25T00:00
11,12312560,1.2.2-core,2007-09-06T00:00
12,12312695, 1.2.3-plugins,2007-09-26T00:00
13,12312675,1.0.3-core,2007-09-30T00:00
14,12312741,1.2.3-core,2007-10-28T00:00
15,12312810,1.0.4-core,2007-11-12T00:00
16,12312803,1.2.4-plugins,2007-11-15T00:00
17,12312866,1.2.5-plugins,2007-11-30T00:00
18,12312841,1.2.4-core,2007-12-10T00:00
19,12312888,1.2.5-core,2008-01-14T00:00
20,12312879, 1.2.6-plugins,2008-01-20T00:00
21,12312923,1.2.6-core,2008-02-11T00:00
22,12312963,1.2.7-core,2008-03-16T00:00
23,12313041, 1.2.8-core,2008-05-21T00:00
24,12312897,1.2.7-plugins,2008-07-28T00:00
25,12313157,1.2.9-core,2008-08-07T00:00
26,12313343,1.0.10-core,2008-11-18T00:00
27,12313325, 1.2.8-plugins,2008-11-19T00:00
28,12313528, 1.2.9-plugins,2009-02-12T00:00
29,12313510, 1.2.11-core,2009-02-25T00:00
30,12313648,1.2.10-plugins ,2009-07-21T00:00
31,12313651, 1.2.12-core,2009-08-27T00:00
32,12313509, 1.0.11-core,2009-09-03T00:00
33,12314128, 1.2.11-plugins ,2009-12-16T00:00
34,12314297,2.0.0-alpha,2010-01-08T00:00
35,12314170,1.2.13-core ,2010-01-27T00:00
36,12314513,2.0.0-alpha-2,2010-02-16T00:00
37,12314771, 2.0.3-plugins ,2011-01-13T00:00
38,12314764,1.0.13-core ,2011-01-14T00:00
39,12316072,2.0.4-plugins,2011-01-21T00:00
40,12314840,2.0.0-beta-1,2011-01-24T00:00
41,12316092,2.0.0-beta-2,2011-02-19T00:00
42,12316180,2.0.0-core,2011-04-18T00:00
43,12316090,2.0.5-plugins,2011-04-25T00:00
44,12316370,2.0.6-plugins,2011-09-09T00:00
45,12317949,2.0.7-plugins,2011-12-23T00:00
46,12316369,2.0.1-core,2012-02-27T00:00
47,12319290,2.0.8-plugins,2013-11-07T00:00
48,12320549,2.1.0-core,2013-11-19T00:00
49,12325601,2.1.1-core,2016-05-04T00:00
50,12334741,2.1.2-core,2016-09-29T00:00
51,12340363,2.2.0-core,2017-05-07T00:00
